Job Title,Company,Location,Experience,Posted,Description,Skills
Data Scientist,Colruyt It Consultancy India,Hyderabad,10-14 Yrs,6 days ago,Proficiency in Python is expected to perform Data Science activities Bachelors or maste...,"Data Science, image processing, python, nlp, data analysis, quality control, neural networks, statistical modeling"
Record To Report Ops Specialist,Accenture,Jaipur,7-11 Yrs,6 days ago,Skill required: Record To Report - Account ReconciliationsBecause the reconciliation ac...,"accounts reconciliation, accounting, email writing, record to report, financial reconciliation, redux, css, forecasting"
Process Associate,Talent Blitz Consulting Services,Bengaluru,1-6 Yrs,6 days ago,Shifts: Flexible. : We are looking for a detail-oriented RTR Accountant to manage end-t...,"RTR, General Ledger Accounting, Intercompany, Accruals, Record To Report, Journal Entries, Bank Reconciliation, Month End Closing"
Developer - L4,Wipro,Chennai,4-7 Yrs,1 week ago,Skill required: Sales Insights & Intelligence - Sales EnablementDesignation: Analytics ...,"sales operations, data analysis, power bi, power pivot, power query, c++, service operations, vlookup"
Reports Developer,Yochana It Solutions,Bengaluru,3-4 Yrs,1 week ago,Experience: 3 years . Qualification: UG BCA / MCA/B E (CS) . Required Coding Knowledge ...,"SSRS, Dashboards, SQL Server Reporting Services, Crystal Report, SQL Server, Reporting Tools, Serv, Reporting"
BNP Paribas is looking For a Tableau Developer!,BNP Paribas,Hybrid - Bengaluru,7-12 Yrs,1 week ago,"Significative experience with DevOps technologies (CI / CD, GitLab and / or GitHub, etc...","Tableau Reporting, SQL Queries, Tableau, Dashboards, data models, Reporting, Query, Data modeling"
Tableau Analyst/Developer,STL Digital,"Ahmedabad, Aurangabad",3-7 Yrs,1 week ago,Job Description:We are seeking a skilled Tableau Analyst/Developer with 2-5 years of e...,"Tableau Administration, Tableau Architecture, tableau analyst, Tableau Reporting, Data Visualization, Tableau Server, Dashboard Development, Tableau Desktop"
Data Scientist,Adecco,Chennai,2-7 Yrs,1 week ago,Bachelors Degree / Masters Degree Required Experience and Skills: Notice Period : 0 to ...,"Data Modelling, Data Management, Data Science, Financial Crime, Al, fin crime, OMR Reporting, OMR"
Recort To Report Specialist (R2R) - Immediate Joiners Only,US MNC,"Hyderabad, Chennai",4-9 Yrs,1 day ago,Shift: Night Shfts (US) - 5 days working. Cabs - YES (depends on shift). Required: Shou...,"RTR, Record to Report, R2R, General Accounting, Reconciliation, US Accounting, Uk Accounting, Uk"
Research Associate (RA) For Gene Editing,Skan Research Trust,Bengaluru(Koramangala),4-8 Yrs,6 days ago,"Essential Requirements: . Educational Background: MSc / PhD in a relevant field, with a...","Human Genetics, Genomics, Analysis, Cell Culture, DNA Sequencing, Cell, Research, Sequencing"
Consultant,Center Study Science Technology Policy,Patiala,3-5 Yrs,5 days ago,"Qualifications . Master s degree in science, public policy, or engineering from a recog...","Stakeholder Engagement, Data analysis, Policy implementation, Group Head, Programming, Cost analysis, Financial modelling, Monitoring"
PANTRY ASSOCIATE,Sodexo Food Solutions India Pvt. Ltd.ces,Pune,3-5 Yrs,5 days ago,Attend briefing before start of shift and debriefing at the end of shift . Speak in a e...,"com, business loan, sports, administration, personal loans, customer service, yoga, exercise"
Associate - Pantry,Sodexo Food Solutions India Pvt. Ltd.ces,Mumbai,3-4 Yrs,5 days ago,Attend briefing before start of shift and debriefing at the end of shift . Speak in a e...,"com, business loan, sports, administration, personal loans, customer service, yoga, exercise"
Associate - Pantry,Sodexo Food Solutions India Pvt. Ltd.ces,Hyderabad,2-3 Yrs,5 days ago,Attend briefing before start of shift and debriefing at the end of shift . Speak in a e...,"com, business loan, sports, administration, personal loans, customer service, yoga, exercise"
Associate - Pantry,Sodexo Food Solutions India Pvt. Ltd.ces,"Mumbai, Thane",1-2 Yrs,5 days ago,Attend briefing before start of shift and debriefing at the end of shift . Speak in a e...,"com, business loan, sports, administration, personal loans, customer service, yoga, exercise"
Associate - Pantry,Sodexo Food Solutions India Pvt. Ltd.ces,Mumbai,2-4 Yrs,5 days ago,Attend briefing before start of shift and debriefing at the end of shift . Speak in a e...,"com, business loan, sports, administration, personal loans, customer service, yoga, exercise"
Associate - Pantry,Sodexo Food Solutions India Pvt. Ltd.ces,Gurugram,4-6 Yrs,5 days ago,Attend briefing before start of shift and debriefing at the end of shift . Speak in a e...,"com, business loan, sports, administration, personal loans, customer service, yoga, exercise"
Associate - Pantry,Sodexo Food Solutions India Pvt. Ltd.ces,Mumbai,2-7 Yrs,5 days ago,Attend briefing before start of shift and debriefing at the end of shift . Speak in a e...,"com, business loan, sports, administration, personal loans, customer service, yoga, exercise"
Associate - Pantry,Sodexo Food Solutions India Pvt. Ltd.ces,Chennai,5-8 Yrs,5 days ago,Attend briefing before start of shift and debriefing at the end of shift . Speak in a e...,"com, business loan, sports, administration, personal loans, customer service, yoga, exercise"
Associate - Pantry,Sodexo Food Solutions India Pvt. Ltd.ces,Kolkata,1-2 Yrs,5 days ago,Attend briefing before start of shift and debriefing at the end of shift . Speak in a e...,"com, business loan, sports, administration, personal loans, customer service, yoga, exercise"
LEC- Associate LEC- Associate,JPMorgan Chase Bank,Bengaluru,7-12 Yrs,6 days ago,"Required qualifications, capabilities, and skills Minimum 7 years of business and finan...","remediation, Manager Internal Audit, Financial analysis, Business Finance, control testing, Focus, Corporate, Financial management"
Computer Operator/Mis Executive,Hayat Placement Services,Kanpur,2-6 Yrs,4 days ago,Coordinating office activities & operation. Maintaining stock inward and outward. Creat...,"Computer Operator, MIS Executive, Computer operating, Computer, Operating, MIS"
ADL - Research Analyst,Stanford Laboratories,Una(Mehatpur),2-5 Yrs,1 week ago,Good command in English communication,"AMV Protocol, ICH Q2, USP, Research, ICH, Adl, Research analysis, Protocols"
Mis Executive - ( Offrole),Perfetti Van Melle,Mumbai,2-7 Yrs,1 week ago,Preferrable Candidates : About 2-5 years of work experience in handling sales / distrib...,"E-commerce data, Advanced Excel, Sales Data, distribution Data, Power Point Presentation, Presentation, Powerpoint, Sales"
Research Analyst,Anrk,Pune,2-4 Yrs,1 week ago,". Graduate or Postgraduate in Commerce (BCom / MCom), Masters in Business Administratio...","Business administration, MS Office tools, Business presentations, Commerce, Taxation, Research, Research Analyst, Powerpoint"
Mis Executive,Resustainability,Chennai,2-5 Yrs,1 week ago,Provide Daily and periodical MIS to relevant stake holders as & when required,"Embodying company values, Effective communicator, Ownership, Communication skills, Company, MIS"
Mis Executive,CIEL HR SERVICES,Kochi(Aroor),1-4 Yrs,1 week ago,"Solid experience with SQL for data extraction, analysis, and manipulation. Preferred ca...","Advance Excel, Pwer Bi, VLOOKUP, Power Query, SQL, Macros, Query, Excel"
Accounting Analyst - Closing & Reporting,Sanofi,Hybrid - Hyderabad,5-10 Yrs,1 week ago,Education : Graduate degree in Accounting or Finance (Bachelor or equivalent) Experienc...,"Month End Closing, Closing & Reporting, Financial Reporting, R2R, Accounting, Reporting, Closing, Finance"
Executive MIS,Biz Hero India,Kolkata,2-7 Yrs,1 week ago,Executive- MIS Company Vision:NowPurchase is transforming the $140B Metal Manufacturin...,"Google Sheets, Advanced Excel, Countif, Google Apps Script, Google Forms, Conditional Formatting, FMS, HLOOKUP"
MIS Executive,Piramal Finance,Pune,2-7 Yrs,1 week ago,Preferred candidate profile . 1- Graduate candidate fluent in english communication. 2-...,"Conditional Formatting, Advanced Excel, Macros, Pivot Table, VLOOKUP, Countif, Formulas, Access"
Record To Report Ops Analyst,Accenture,Hyderabad,3-6 Yrs,1 week ago,"Develop and maintain accurate records of prepaid expenses, accruals, and other complex ...","Bank Reconciliation, Gl Accounting, Balance Sheet Reconciliation, Month End Reporting, record to report, general ledger, Prepaid, journal entries"
Mis Executive,Sonata Software,Pune,3-6 Yrs,1 week ago,B com with 3+ years of experience.,"Accounts Receivable, Cash Management, Tally ERP, Tally, Management, Receivable, MIS, Cash"
Mis Executive,Flipkart,Ernakulam,1-4 Yrs,2 weeks ago,"Bachelors degree in Commerce, Statistics, Business Administration, or a related field24...","Communication Skills, Excel, Coordination, Supply Chain Operations, Supply chain, Operations, MIS, Supply"
Genpact Hiring For MIS executive/ excel role- Gurgaon,Genpact,Gurugram,1-3 Yrs,1 week ago,Genpact (NYSE: G) is a global professional services and solutions firm delivering outc...,"MIS, Advanced Excel, Hiring, Excel"
MIS Coordinator For Coimbatore,Goodwill Management Services,Coimbatore,1-3 Yrs,2 weeks ago,"MIS Executive should have the knowledge of Advance Excel - Pivot, Vlookup, Xlookup, Pow...","MIS Reporting, Xlookup, Vlookup, MIS Operations, Power Pivot, Pivot, Power Query, Reporting"
MIS Officer | Silvassa,Reputed Client,"Vapi, Dadra & Nagar Haveli, Daman & Diu",2-5 Yrs,3+ weeks ago,Any Graduates with min 2Yrs experience in MIS. Good knowledge about MS Office. Strong e...,"MIS Preparation, MIS, MIS Executive, Pivot Table, MIS Operations, VLOOKUP, Back Office, Formulas"
Mis Associate,Logistics Service,Vapi,2-7 Yrs,3+ weeks ago,"Data Management: Gathering, analyzing, and presenting data from various sources in a cl...","Data Management, Project Management, Technical Proficiency, Collaboration, Documentation, Process Improvement, Reporting, System Support"
Process Associate,EFC Group,Kolkata,1-2 Yrs,3+ weeks ago,"• Coordinate daily updates, pending closures, and issue resolutions. • Maintain tracker...","VLOOKUP, Challan Entries, Pivot Table, SUMIF, Excel, Billing System, MIS, Conditional Formatting"
MIS Assistant,Bdh Industries,Mumbai Suburban,2-3 Yrs,2 weeks ago,We are looking for a detail-orientated and analytical MIS Assistant to join our team. T...,"Report Generation, MIS Preparation, Excel Powerpoint, MIS Operations, Report Preparation, Advanced Excel, Documents Review, Excel Sheet"
ERP/MIS Officer - Head AO/BE,Mar-haba Hr Solutions,"Bokaro, Hazaribag, Dhanbad",4-9 Yrs,3 weeks ago,Good knowledge about Power point / Excel/ Power BI/ ERP/ MIS . Should be fluent in Hind...,"ERP, Power Bi, Steel Plant, MIS, MIS Preparation, Mm Module, SAP, Excel Powerpoint"
Data Scientist (Time series Forecasting),Evnek,"Mumbai, New Delhi, Bengaluru",4-6 Yrs,1 week ago,"Proven experience with time series forecasting techniques (ARIMA, Prophet, LSTM, etc.)....","sales forecasting, scikit-learn, numpy, pandas, pricing strategy, arima, time series analysis, python"
